               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 126,            0.013633,           0.0076533,          0.00032055,              0.9882,             0.99046,             0.99441,             0.85316,            0.014664,           0.0055357,          0.00024651,             0.00175,             0.00175,             0.00175
                 127,            0.013532,           0.0077958,          0.00034362,              0.9887,             0.98776,             0.99399,             0.85384,            0.014459,           0.0057243,          0.00024749,            0.001684,            0.001684,            0.001684
                 128,            0.013683,           0.0078315,          0.00034733,             0.98967,             0.98718,             0.99305,             0.84713,            0.014718,           0.0061582,           0.0002535,            0.001618,            0.001618,            0.001618
                 129,            0.013656,           0.0077668,          0.00033943,             0.99012,             0.98718,             0.99326,              0.8418,             0.01475,           0.0059693,          0.00025678,            0.001552,            0.001552,            0.001552
                 130,            0.013706,           0.0080696,          0.00033568,             0.98906,             0.98718,             0.99312,             0.85112,            0.014462,           0.0057873,          0.00024887,            0.001486,            0.001486,            0.001486
                 131,            0.013769,           0.0077971,          0.00038185,             0.99574,             0.98077,             0.99365,             0.84935,            0.014801,           0.0061065,          0.00028449,             0.00142,             0.00142,             0.00142
                 132,            0.013596,           0.0075203,          0.00037088,             0.98933,             0.98835,              0.9936,             0.84935,            0.014655,           0.0060122,          0.00026473,            0.001354,            0.001354,            0.001354
                 133,            0.013567,           0.0080334,          0.00033529,             0.99013,             0.98718,             0.99352,              0.8512,            0.014619,           0.0060066,           0.0002449,            0.001288,            0.001288,            0.001288
                 134,            0.013449,           0.0077975,          0.00033028,             0.99078,             0.98718,             0.99328,             0.85299,            0.014607,           0.0058048,          0.00024382,            0.001222,            0.001222,            0.001222
                 135,             0.01344,           0.0076297,          0.00035809,             0.99084,             0.98718,             0.99331,             0.85137,            0.014869,           0.0057837,          0.00024788,            0.001156,            0.001156,            0.001156
                 136,            0.013374,           0.0077427,          0.00033185,             0.99092,             0.98717,             0.99339,             0.85119,            0.014734,           0.0056706,           0.0002423,             0.00109,             0.00109,             0.00109
                 137,            0.013427,           0.0077742,          0.00033647,             0.98992,             0.99085,             0.99411,             0.84804,            0.014826,           0.0055485,          0.00023525,            0.001024,            0.001024,            0.001024
                 138,            0.013488,           0.0079571,          0.00037337,             0.99089,             0.98799,             0.99408,             0.84286,             0.01468,           0.0056419,          0.00023468,            0.000958,            0.000958,            0.000958
                 139,            0.013304,            0.007783,          0.00037228,             0.99038,             0.98718,             0.99331,             0.84903,            0.014771,           0.0057205,          0.00023723,            0.000892,            0.000892,            0.000892
                 140,            0.013391,           0.0076952,          0.00041059,             0.99094,             0.98867,             0.99333,             0.85371,            0.014471,           0.0056881,          0.00023949,            0.000826,            0.000826,            0.000826
                 141,            0.013194,           0.0079695,          0.00033183,             0.98907,             0.98974,             0.99336,             0.85353,            0.014364,           0.0056884,          0.00024155,             0.00076,             0.00076,             0.00076
                 142,            0.013332,           0.0077806,          0.00034448,             0.99638,             0.98077,             0.99335,             0.85241,            0.014359,           0.0057651,          0.00024441,            0.000694,            0.000694,            0.000694
                 143,            0.013221,           0.0077726,          0.00041471,             0.98451,             0.99202,             0.99322,             0.84942,            0.014427,           0.0056731,          0.00024408,            0.000628,            0.000628,            0.000628
                 144,            0.013246,           0.0074116,          0.00030984,             0.99019,             0.98718,              0.9931,             0.85075,            0.014492,           0.0057738,          0.00024287,            0.000562,            0.000562,            0.000562
                 145,            0.013313,           0.0078255,          0.00032977,             0.99056,             0.98718,             0.99324,             0.85222,            0.014548,           0.0057934,          0.00024236,            0.000496,            0.000496,            0.000496
                 146,              0.0132,           0.0076364,          0.00033108,             0.99009,             0.98718,             0.99347,              0.8514,            0.014522,            0.005664,          0.00024116,             0.00043,             0.00043,             0.00043
                 147,            0.013147,           0.0077446,          0.00029903,             0.99091,             0.98788,             0.99344,                0.85,            0.014602,           0.0056149,          0.00024057,            0.000364,            0.000364,            0.000364
                 148,            0.013018,           0.0077313,          0.00033445,             0.99001,             0.98718,             0.99343,              0.8495,            0.014466,           0.0056248,          0.00024092,            0.000298,            0.000298,            0.000298
                 149,            0.013245,           0.0076612,          0.00035545,                0.99,             0.98718,             0.99345,              0.8494,            0.014493,           0.0056869,          0.00024209,            0.000232,            0.000232,            0.000232
